,tweet,target
351,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,0
352,I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck,0
353,My grace is sufficient for you...#motivation #bible #optimism,0
354,hate seeing a shit photo of yourself and you think 'is that what i really look like'???«  ,1
355,i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on,0
356,kokobop is such a weird name\nbut I remember that it is said to be more lit that growl and it is #EXO so I'm accepting the name,0
357,Super depressed for no reason! Yaayyy. Screw my life lol   ,1
358,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",1
359,I've literally been in the bed all day. ,1
360,"Felt good that I was at least able to get my laundry started, but haven't done anything past that. Though I've at least fed myself today. :/  ",1
361,That feeling when everyone is just giving up on you but you're still fighting for them...argh  ,1
362,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ",1
363," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­",0
364,"The worst thing about  is that it teases you thinking you are getting better, but then it drops you back to the bottom harder every time.  I wish I could just be happy....  pic.twitter.com/zRf2H1L13H",1
365,I'm stuck around 885 for so long  I haven't gained a follow today! 1!!1!1!1!  Im  now  Gonna   /s,0
366,?????????? ?????? ?????????? ???????? ?? ??????  ???? ?????????? ???????? ???????? ??????   ???????? ?????? ???????? ?????? ???????? ????  ?????? ?????? ???? ???? ???????? ??????,0
367,New  Instagram by @another_lost_girl Watching Ellen cuz she makes me happy ???? - - - { ... pic.twitter.com/RII4ZUsTNT,0
368,@WxLadyFelicia @WPTV @FOX29WFLX @cityofboynton That's a horrible picture cause it makes me jealous I am not there.,0
369,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",1
370,I had everything and I have nothing.,1
371,I'm having trouble catching my breath.,1
372,It creeps up on you    ,1
373,"No matter how knowledgeable/experienced a woman becomes, there will always be an inexperienced, male moron whom >40% support. ",0
374,Trying to be friends with WWE superstars ,0
375,@1ShawnT Yall hoes better learn how to hip-hop dance  and stop shaking yall ass all the time😂,0
376,Spending my last day off in bed rough as hell... And the sun is shining ???” ,0
377,So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,0
378,AHHHHHHHHHHHH #dread OMFG! It's so good...@JoinTeamAlpha @Hydra_Lord @executivegoth @matthewmercer @enthusiamy @vorpahlsword @satinephoenix,0
379,Hello darkness my old friend  I've come to talk with you again...,1
380,if we're mutuals don't hesitate to kit fisto's lightsaber ;),0
381,Look what's arrived :) 'Connect to' badges for all our lovely  Join us in ending   Contact charlotte@dva.org.uk to find out more:) pic.twitter.com/94Ov7UvENe,0
382,??’•you are loved ??’•    pic.twitter.com/iV1owHaj1Q,0
383,Time to get my dreads back I miss them 😩😩 #dread head #girlswithdreads,0
384,128  ?????????????????????????????????????  ???????????????????????   ?????????????????????????????????????????   ?????????????????????????????????????????????????????????????????????  ???( ????????????????????????? )   ???????????????????????????   ?????????????????????????????????????????????   ?????????  pic.twitter.com/iAprwpAnjK,0
385,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1
386,I can't believe a burrito was left on this sink and nobody though to trash it,0
387,"Damn, y'all flamin' him. 😂\n\nI just thought it was funny. 😂😂",0
388,i waz astounded by you my idol ms dhoni...when i came to know i m not going to see you in white jersey ..miss u....  you,0
389,Just read that isolation can lead to ?????????? I've never seen another human in my LIFE and I am FINE AhahhahahaHA,0
390,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,1
391,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈,0
392,"I just need 2 more things to do... But, why is it so hard? ???? ",0
393,I'm actually crying because I don't want to return to work on Friday. ,0
394,LibertySeeds: realDonaldTrump LizCrokin Great #start for #MAGA ...,0
395,"I took an order to people who lived in a million dollar home, and they didn't even tip ???‘ ",0
396,@YummyMummiesAU LOL 😍 This show is so funny,0
397,Rabbit races ... 😊 .. simply perfect! \n\nSo glad @LeBatardShow and @Stugotz790 are back!,0
398,oh how i just love love love glee doing billy joel's numbers!!!!,0
399,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,0
400,Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm ,0
401,At last something honest and noble   utterly despairing but somehow full of hope,0
402,"And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everythin…",0
403,Him:it was a mistake dating u Me:I'm sorry I'm not good enough Him:throws rocks at me Me:takes the pain,0
404,Really just want someone to talk to late at night. Someone who understands ,1
405,My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,0
406,I literally tweeted I don't like people ate Stevenson and got more favorites on that than I do on a picture of me???� ,0
407,The point of maximum danger is the point of minimum fear.,0
408,Weighing myself after the holidays was a terrible idea,1
409,No more scioly for the rest of the year,1
410,What are you doing if you feel lonely?,0
411,@khizthigh Lol idk really :S khair good luck,0
412,"For all of those who suffer from   and find NYE difficult, I know we can get through it together.",0
413,As if my boss just text about work ??™ˆ I'm on holiday ,0
414,Choose someone who makes you laugh #😂,0
415,"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store. ",1
416,Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  ,0
417,In our daily liveswe must see that it is not happiness that makes us grateful but being grateful that makes us happy.,0
418,137.5  ?????????????????????????????????????????????????????????????????????????????????   ?????????????????????w??????????????????????????   ??????????????????????????????????????   ???????????????w??????????????????w  ?????????????????????????????w   ??????????????????????????   ????????????????????w  pic.twitter.com/tAiKEuhgZ3,0
419,"I made this account so that I wouldn't be judged by the people I know. Cause if I don't like me, why would anyone else? ",1
420,??’•your views are valid??’•    pic.twitter.com/u2CjqKMTlx,0
421,Heal me????     pic.twitter.com/L8QPWAbvZO,0
422,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",0
423,Honestly I wouldn't I get why im the last choice for everything ??   ,1
424,@NBCNews @MarkHalperin @KeirSimmons Well that's funny cause we all know she is a serious Russian mafia atty,0
425,It's arrived and can't wait to read and learn! #specialneedsandlegalentitlement 2nd edition. If it's as good as the 1st edition ,0
426,"This time of the year is USUALLY full of excitement, not for me ",1
427,Just finished desperate housewives,0
428,"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed ",0
429,"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",1
430,"Even though it's the hardest. Maturity is walking away from people that threaten your peace of mind, self respect, morals, and self worth.",0
431,"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  ",0
432,Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.,1
433,I'm actually so incredibly happy that my soul and by body connected and I'm able to have amazing time while living on this planet.Grateful🙏🏼,0
434,@joannemarie2000 hopefully you are always #smiling TY #appreciate ya,0
435,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1
436,I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ ,1
437,They say ur a prdct of ur surroundings. A bit intimidated by the crazy amazing ppl I met @ @codecityco @n8walke @dianap_patton @DrMattKutz,0
438,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,1
439,"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",0
440,@lil_hooper30 HAPPY BIRTHDAY TWINNN!!!! 💓😘 have a great day love ya!!!,0
441,Really thinking about killing myself now   ,1
442,I'm feeling a little down.. Time for bed.   ,1
443,@RFC_Daryl LW next I bet! Let's start going to the golf! We can get pished all day! ,0
444,Didn’t get to live through the  but I’ve sure been to a lot of steak and shakes,0
445,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",1
