,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
428,6.81E+17,6.81E+17,12/28/2015,ocdtrudy,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,"['#exhausted', '#depressed']",Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point. #exhausted #depressed,1
429,6.81E+17,6.81E+17,12/28/2015,brookenado,Weighing myself after the holidays was a terrible idea,['#depressed'],Weighing myself after the holidays was a terrible idea #depressed,1
433,6.81E+17,6.81E+17,12/28/2015,sachelis,????When your days are grey and he gets the best of you.....even when you don't want to. ????,"['#attachment', '#depressed', '#unfair']",????When your days are grey and he gets the best of you.....even when you don't want to. ????#Attachment #Depressed #Unfair,1
440,6.81E+17,6.81E+17,12/28/2015,sadanduglyteen,2AM where do i begin? crying off my face again.,['#depressed'],2AM where do i begin? crying off my face again. #depressed,1
441,6.81E+17,6.81E+17,12/28/2015,d7events,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,['#depressed'],What does murmuring and complaining do to our psyche? #depressed   Start thinking of what you have and say thanks you alive,0
442,6.81E+17,6.81E+17,12/28/2015,polymathical_,I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts.,"['#autism', '#depressed']",I wish the best to those dealing w/ an internal struggle like mine. I know how hard it can hit at times.Depression hurts. #autism #depressed,1
446,6.81E+17,6.81E+17,12/28/2015,angel_is_dead,I'm not doing so good…????…I keep overthinking…    pic.twitter.com/EHOToC0XWD,"['#depressed', '#crying', '#selfhate']",I'm not doing so good…????…I keep overthinking… #depressed #crying #selfhate pic.twitter.com/EHOToC0XWD,1
447,6.81E+17,6.81E+17,12/28/2015,car0iinaa,"fuck no, rita died. I don't even wanna finish dexter ",['#depressed'],"fuck no, rita died. I don't even wanna finish dexter #depressed",0
456,6.81E+17,6.81E+17,12/28/2015,peaceloveabby01,I feel so fucking alone tonight I just don't even care about living right now.,"['#seasonalaffectivedisorder', '#depressed']",I feel so fucking alone tonight I just don't even care about living right now. #seasonalaffectivedisorder #depressed,1
458,6.81E+17,6.81E+17,12/28/2015,awakenred,How many times I went through Hell? I can't remember ???????? cause I've been there to many times,"['#depressed', '#whatilearnedin2015']",How many times I went through Hell? I can't remember ???????? cause I've been there to many times #Depressed #WhatILearnedIn2015,1
459,6.81E+17,6.81E+17,12/28/2015,awakenred,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,"['#depressed', '#whatilearnedin2015']",If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again #Depressed #WhatILearnedIn2015,0
460,6.81E+17,6.81E+17,12/28/2015,ginger_snap_13,Laying in bed listening to Christmas music...,"['#christmasdontgo', '#depressed']",Laying in bed listening to Christmas music... #christmasdontgo #depressed,0
